no_mitra,id_posisi,nama_posisi,nama_mitra,id_mitra,nama_kegiatan,kuota_posisi,lokasi_kerja,tipe_aktivitas,url_logo
2211,ed27aee9-60c3-11ed-9958-e6768c594c9c,Talent Acquisition,LAZNAS LMI,c437ac76-e7de-4631-b0bd-c9fb0a710149,HRD/SDM Squad ,2,Kota Surabaya,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8bd22218-9063-455a-bf9e-b4a6ad421f9a.jpg
2212,daa1a777-803a-11ed-899c-f6e17ff1bedb,Talent Acquisition ,Home Credit Indonesia,ae9a3576-23cb-42c2-9885-4cb1a4141799,Home Credit Apprenticeship  Program (HAP) 3.0 ,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png
2213,f4e0c28c-8132-11ed-88c2-727c8458646b,Talent Acquisition & Data Management Intern,Blibli.com,508a13b3-ad8d-410d-8c64-8e1e9c154cf8,Project Bimasakti : Strategic Internal & External Communication And Talent Acquisition,30,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_324111c6-f4b2-4b51-a98f-e42c08d0ca5b.png
2214,61dc6165-6a41-11ed-98e1-a2c3ec1c6e84,Talent Acquisition & Employee Branding Officer,PT Bumitama Gunajaya Agro,8816b5f5-7f39-459c-ba0c-86996423c5e5,Officer Development Program,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
2215,72c0a13c-804f-11ed-82a8-2615bc75a6a3,Talent Acquisition Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Logistics Indonesia [Cimanggis],1,Kota Depok,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
2216,a7c749d2-54e0-11ed-a8a3-d299d3302380,Talent Acquisition Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
2217,70cf6a22-80d9-11ed-b098-f6e17ff1bedb,Talent Acquisition Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Non Commercial [Jakarta],2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
2218,e79fb15c-804f-11ed-91e0-ae9e72da6bb1,Talent Acquisition Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Logistics Indonesia [Kelapa Gading] ,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
2219,1fbe24d7-6f48-11ed-9576-62d54cabf853,Talent Management,PT ISS Indonesia,0aed31ee-a13d-4467-b189-885f247aa6c0,Great ISS Internship Program (GETS Program),3,Kota Tangerang Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0f2ff0f5-9860-45ed-8d64-857e7d2125f7.png
2220,de574961-875c-11ed-ac58-964532589703,Talent Management,Sinar Mas Mining,dede6cf1-9d1e-4be8-8592-e656925265a0,TechConnect HackStudent Program,7,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b34f72f2-4dfc-40ab-be1b-a56d7ff4ba93.png
2221,f1d40a0e-6ca1-11ed-9738-0278cb7f6574,TALENT MANAGEMENT,Alfamart,313a80ac-21da-47fe-a999-e9d82b912be2,Store Leader Succession Program,1,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
2222,31e1fbf3-70b5-11ed-9540-86f9589d528b,Talent Management Intern,Shipper,648a1e21-4b5d-4a2c-b02e-2ead74eae085,Shipper Academy Internship Program Season 2.0,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png
2223,ec18f7c9-8d60-11ed-af1a-fac4d2e980ef,Talent Management Officer,PT Bumitama Gunajaya Agro,8816b5f5-7f39-459c-ba0c-86996423c5e5,Officer Development Program,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
2224,d91ce7e7-6fba-11ed-ab38-feb214c74b66,Talent Management & Organization Development Project Intern,Bank CIMB Niaga,7ee6d215-9ad2-4565-81c1-555e8efb1360,HR System Project Intern,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png
2225,5ae2caf3-55d6-11ed-b186-36a705b63a4f,Talent Managements,LAZNAS LMI,c437ac76-e7de-4631-b0bd-c9fb0a710149,HRD/SDM Squad ,2,Kota Surabaya,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8bd22218-9063-455a-bf9e-b4a6ad421f9a.jpg
2226,926f1a09-6bd7-11ed-934e-964ca1abcf1b,Talent Management Specialist,Alfamidi,0948c9f3-2059-465a-b344-f12f1a66077d,MONITORING PEMENUHAN KARYAWAN,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg
2227,87f2814f-6c93-11ed-934e-964ca1abcf1b,Talent Quality & Matchmaking Officer,Schoters,29817ab5-be74-4c42-a223-a04eceae0eef,Transformasi Start-Up Edutech Melalui Riset dan Inovasi,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a741a688-4eca-41f9-8099-40d6986d6253.png
2228,20f4cc82-6c93-11ed-9738-0278cb7f6574,Talent Recruitment & Retention Officer,Schoters,29817ab5-be74-4c42-a223-a04eceae0eef,Transformasi Start-Up Edutech Melalui Riset dan Inovasi,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a741a688-4eca-41f9-8099-40d6986d6253.png
2229,4d0d0942-64e1-11ed-b74d-2af064b3727d,Talent Scout Intern for Orbit Jobs,Orbit Future Academy,0be8abbc-2642-42b4-9ca5-4d33f4704a94, Orbit 4 Indonesia Internship Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg
2230,e79f6f3c-6b83-11ed-8147-a2c3ec1c6e84,Tavi Digital Transformation Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Marketing Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
2231,f7e829b8-70b5-11ed-8312-feb214c74b66,tax,ELZATTA DAUKY,5fb33177-7656-4eac-b184-9a187592a4e4,Peran Gen Z untuk Indonesia,1,"Kec. Bandung Kulon, Kota Bandung, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4582b8f-c088-4d57-95d8-9a370f5c9224.png
2232,0d2e2424-6a36-11ed-aad2-c63f61abb566,Tax Administration Officer,PT Bumitama Gunajaya Agro,8816b5f5-7f39-459c-ba0c-86996423c5e5,Officer Development Program,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
2233,cf92608c-6b0c-11ed-8225-d61b0e2692e7,Tax Administrator,Widya Robotics,93cf8c69-e6cc-423b-a011-695680382291,"Learning Management di Startup Artificial Intelligence, IoT, dan Robotika",1,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ac92522e-1227-497a-bb7c-6783e41bb299.png
2234,17d8c877-8037-11ed-91e0-ae9e72da6bb1,Tax Intern,Home Credit Indonesia,ae9a3576-23cb-42c2-9885-4cb1a4141799,Home Credit Apprenticeship  Program (HAP) 3.0 ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png
2235,85b3c9aa-80d7-11ed-82a8-2615bc75a6a3,Tax Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Non Commercial [Jakarta],2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
2236,1ce68c7b-6fa4-11ed-ab38-feb214c74b66,Tax Officer,Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),3,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
2237,306fb8ca-7a3c-11ed-b3d0-be36cb4fb056,Tax Officer,Bridgestone,6a82280c-7d74-4b04-a286-5fdfa1569975,BE INTERN Building Digital Future,1,Kab. Karawang,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f3a2b24c-b002-4fa2-9f80-b281d99c0795.png
2238,4b2d8800-60b9-11ed-9380-320b4c7afbe7,Tax Officer - Jakarta (Head Office),ASSA,631c1888-6d99-43db-bfff-086dafc150c3,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png
2239,3ba81bd8-6fac-11ed-83fd-7e8ddab09462,Teacher Coding and Robotic,YHC QuIP (Quality Internship Program),054b69c6-e415-4e06-be7f-491f672a68b0,Implies Smart4.0 for Education ,10,Banten dan Kalimantan Selatan ,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36c92668-9a5e-4ef2-89e6-717e1c387010.png
2240,d17ac602-6be0-11ed-acfa-feb214c74b66,Teacher Management Officer,Schoters,29817ab5-be74-4c42-a223-a04eceae0eef,Transformasi Start-Up Edutech Melalui Riset dan Inovasi,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a741a688-4eca-41f9-8099-40d6986d6253.png
2241,351d5eba-7f50-11ed-b9d2-ae9e72da6bb1,Techinical Writter (PDDikti),Dikti,55eb611a-16ed-4166-adf7-3254e22ba206,Pengembangan Dan Helpdesk PDDikti,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_29f078c6-3091-48bf-aae7-206662f521aa.png
2242,06f0e97a-708d-11ed-8312-feb214c74b66,"Tech Internship (Engineering, Design & Research)",Gojek Indonesia ,5b648a00-1673-41a4-92be-d934b0c09a94,"Tech Internship (Engineering, Design & Research) -  GoTo Internship ",40,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14c646dc-e9fd-4749-9427-900b22099835.png
2243,8f72bec8-6960-11ed-a81d-eae0f83979ef,Technical Consultant Analyst ,Metrodata Academy,88c462bc-fe40-410a-9d2a-5264c0f50950,Metrodata Academy Ecosystem ,10,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1f813afe-a2cc-4a94-805e-109cba5a6a5d.png
2244,372b2882-6f9f-11ed-a7a1-0278cb7f6574,Technical Product & Performance,PT ISS Indonesia,0aed31ee-a13d-4467-b189-885f247aa6c0,Great ISS Internship Program (GETS Program),5,Kota Tangerang Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0f2ff0f5-9860-45ed-8d64-857e7d2125f7.png
2245,a23c83ec-6714-11ed-b864-9afb6f59ce88,Technical Solution Analyst Intern,Trakindo,5bc2c129-6ce8-4935-a651-37bcd8ee46b1,777E Technical Solution Standardization,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36e9154a-8dee-4268-b8b2-5bc121e4121b.png
2246,f629b935-74c7-11ed-b2a2-1a198d2f4c14,Technical Support ,Huawei,20f87c97-71f0-4bb0-a591-ed22c767891d,Huawei Roll Out & Manage Service Internship,30,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d9158ede-a886-4d35-85d2-d71779d89cae.jpg
2247,797071ee-6fa4-11ed-a7a1-0278cb7f6574,Technical Support (Broadcast Support 2) ,Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),5,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
2248,39603a8a-6f98-11ed-ab38-feb214c74b66,Technical Writer,Bluebird Group,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,Belajar Birdsama Bluebird,2,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg
2249,c31e9365-6b14-11ed-98f2-a6bfdab34a31,Technical Writer,Widya Robotics,93cf8c69-e6cc-423b-a011-695680382291,"Learning Management di Startup Artificial Intelligence, IoT, dan Robotika",1,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ac92522e-1227-497a-bb7c-6783e41bb299.png
2250,f477b52e-6bd3-11ed-934e-964ca1abcf1b,Technical Writer ,GITS.ID,84a0c19d-fe08-470f-8b1d-a210e8a1c91f,Implementasi dan pengembangan dalam Objective and Key Results,2,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e0e58a43-a4fc-4884-b9cb-dd7410b8989d.jpg
2251,58a0080f-8101-11ed-88c2-727c8458646b,Technical Writer Administrator,BPJS Ketenagakerjaan,e7e7caef-898d-4fd8-87fe-c4ae72ae5f00,Program Magang BPJS Ketenagakerjaan,2,Kantor Pusat BPJS Ketenagakerjaan dan Kantor Cabang BPJS Ketenagakerjaan Seluruh Indonesia,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e1609101-99d7-4a06-98b3-ef4bbef48870.png
2252,715a2fa5-6ebe-11ed-818c-feb214c74b66,Technical Writer (Remote& Digital  Channel Transformation Team),Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,Distribution Channel Transformation (BRIBEST),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
2253,0406cc01-707a-11ed-8ea0-7e8ddab09462,Technical Writer (Satudikti),Dikti,55eb611a-16ed-4166-adf7-3254e22ba206,Pengembangan Aplikasi Satudikti,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_29f078c6-3091-48bf-aae7-206662f521aa.png
2254,ad070066-7f57-11ed-9af6-e28bf6b6d14d,Technical Writer (SISTER),Dikti,55eb611a-16ed-4166-adf7-3254e22ba206,Pengembangan Dan Helpdesk SISTER BKD,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_29f078c6-3091-48bf-aae7-206662f521aa.png
2255,1370f3bf-6fa5-11ed-9576-62d54cabf853,Technician ,Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),6,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
2256,67992e9f-60bc-11ed-9380-320b4c7afbe7,Technology Analyst - Jakarta,ASSA,631c1888-6d99-43db-bfff-086dafc150c3,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png
2257,6294c05b-55a5-11ed-8e0a-3642855f7e03,Technology Project Assurance Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
2258,8b7c5001-6715-11ed-bbef-2e218cacb4ef,Technology Support Analyst Intern,Trakindo,5bc2c129-6ce8-4935-a651-37bcd8ee46b1,Minestar Maintenance Strategy Standardization,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36e9154a-8dee-4268-b8b2-5bc121e4121b.png
2259,22104045-867e-11ed-8ef5-961c8f2bfd4c,Teknisi MS Mitratel,Fiber Optik,1e0ec8f0-0d3a-4fb3-a058-ec5b73eaa31c,Teknisi MS Mitratel,12,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c3c101e7-b663-416a-a790-2dd9579ce26b.png
2260,c26578eb-6957-11ed-a81d-eae0f83979ef,Telemarketing ,Metrodata Academy,88c462bc-fe40-410a-9d2a-5264c0f50950,Metrodata Academy Ecosystem ,7,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1f813afe-a2cc-4a94-805e-109cba5a6a5d.png
2261,37d151b8-6c70-11ed-9b00-0278cb7f6574,TENANT RELATION,Alfamart,313a80ac-21da-47fe-a999-e9d82b912be2,Optimalisasi lahan toko Alfamart yang tidak terpakai untuk disewakan ke pihak ketiga,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
2262,195f1673-64b8-11ed-b5cc-0a223dcf0f66,Tentor Community Officers Intern,Zenius,261f4d66-aa98-41a5-a213-a079764411a7,Zenius Professionals Practice Program Angkatan 4,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png
2263,14f0486e-806d-11ed-bcd8-aa76604f701e,Test Engineering ,Vidio,8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9,Peningkatan Kualitas Product Dari Segi Product Management Dan Design Dari Aplikasi Vidio,6,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_805c82cb-fe4b-47f2-8cbf-054b6e40cb33.png
2264,24cd64b1-739a-11ed-a0dc-b2d858cc7bd2,Test Engineering Intern,Shipper,648a1e21-4b5d-4a2c-b02e-2ead74eae085,Shipper Academy Internship Program Season 2.0,7,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png
2265,a74d2eb0-7f69-11ed-bfb0-2615bc75a6a3,Tester & Documentator,Sebangku Games,a79ed31b-6180-41a7-87ce-9727630f5361,Aktivitas 3 - Pengembangan Platform Pembelajaran Micro Learning,2,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png
2266,108e573a-8fef-11ed-9b12-9a6d6fcdcc3d,Testing Analis Data,WarTek,c06ce3e8-d428-473d-a36e-a77d99be3157,Satu Data Magang Kebun,18,Kota Padang,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_6e57cebd-9736-4b8d-a564-001a9dcd5e1d.png
2267,ea83b352-6aeb-11ed-931a-a6bfdab34a31,Testing Specialist -Treasury System,Bank CIMB Niaga,7ee6d215-9ad2-4565-81c1-555e8efb1360,Treasury System,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png
2268,50803fe6-6b0b-11ed-8225-d61b0e2692e7,Test Management - Customer Experience Application,Bank CIMB Niaga,7ee6d215-9ad2-4565-81c1-555e8efb1360,Customer Experience Application,6,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png
2269,94babe2c-6b0d-11ed-a22e-c63f61abb566,Test Management (intern) - Core Banking Project,Bank CIMB Niaga,7ee6d215-9ad2-4565-81c1-555e8efb1360,Core Banking Project,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png
2270,dff510fa-6b0b-11ed-8225-d61b0e2692e7,Test Management - IT Project Development Life Cycle,Bank CIMB Niaga,7ee6d215-9ad2-4565-81c1-555e8efb1360, IT Project Development Life Cycle,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png
2271,49892501-6b0a-11ed-98f2-a6bfdab34a31,Test Management - Tech Refresh SKN,Bank CIMB Niaga,7ee6d215-9ad2-4565-81c1-555e8efb1360,Tech Refresh SKN,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png
2272,cb6b84ca-6724-11ed-ab03-d2f881693fc9,Test Management - VA Debit Bizchannel Web,Bank CIMB Niaga,7ee6d215-9ad2-4565-81c1-555e8efb1360,VA Debit Bizchannel Web and Mobile,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png
2273,35158c8e-670d-11ed-b864-9afb6f59ce88,TikTok Content Creator,Rahsa Nusantara,66c77515-2e44-4273-82d4-2fbf96dbd52b,Magang Lestari untuk Bumi dan Negeri Project,1,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ccce4034-bb99-41f4-a031-6937064f5d3a.png
2274,a012d5e6-70b2-11ed-83e6-668d7502ff5d,Tiktok Specialist (Live & Konten),ELZATTA DAUKY,5fb33177-7656-4eac-b184-9a187592a4e4,Peran Gen Z untuk Indonesia,4,"Kec. Bandung Kulon, Kota Bandung, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4582b8f-c088-4d57-95d8-9a370f5c9224.png
2275,eb515c6a-6fb7-11ed-a7a1-0278cb7f6574,Tim Penyusun Rencana Detail Tata Ruang (RDTR),Direktorat Jenderal Tata Ruang,2e8f5ad6-5ebf-41f5-9aa0-dd019b46af53,MSIB Batch IV - Internship in Spatial Planning for Regional and National Growth - INSPIRING,347,42 Lokasi Kabupaten/Kota di Indonesia,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_03fb9953-00b3-4383-8a1d-3aed7b497964.png
2276,e7c6f573-8013-11ed-8fbf-aa76604f701e,TNA & Desain Program Pengembangan,BPJS Ketenagakerjaan,e7e7caef-898d-4fd8-87fe-c4ae72ae5f00,Program Magang BPJS Ketenagakerjaan,1,Kantor Pusat BPJS Ketenagakerjaan dan Kantor Cabang BPJS Ketenagakerjaan Seluruh Indonesia,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e1609101-99d7-4a06-98b3-ef4bbef48870.png
2277,415d54b6-73d8-11ed-8842-d258d28d0ecb,Toyota Indonesia Academy - AKTI Program Study Development Intern,Toyota Indonesia,52ec1191-2559-49fb-972c-abef2629cdbc,Toyota Internship Program,1,"Sunter, Jakarta Utara & Karawang, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9ec83d03-8bed-47be-94f2-60e034c180c4.png
2278,b3b8003c-73d8-11ed-a0dc-b2d858cc7bd2,Toyota Indonesia Academy - TIA Strategic Management & Student Services Intern,Toyota Indonesia,52ec1191-2559-49fb-972c-abef2629cdbc,Toyota Internship Program,1,"Sunter, Jakarta Utara & Karawang, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9ec83d03-8bed-47be-94f2-60e034c180c4.png
2279,7628c37e-73d8-11ed-a0dc-b2d858cc7bd2,Toyota Indonesia Academy - Toyota Learning Centre Intern,Toyota Indonesia,52ec1191-2559-49fb-972c-abef2629cdbc,Toyota Internship Program,1,"Sunter, Jakarta Utara & Karawang, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9ec83d03-8bed-47be-94f2-60e034c180c4.png
2280,8985d2e4-54e1-11ed-b2cf-8e356342aecb,Trade Marketing Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
2281,3fdbced2-8076-11ed-91e0-ae9e72da6bb1,Trade & Value Chain,Bank Syariah Indonesia atau BSI,22d8f215-4ba0-4596-9fc8-4e2a2107101e,Sharia Banking Project,5,Kota Jakarta Pusat & 10 Kantor Region Office BSI,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_64befc04-9085-48bb-8480-c94c6a36a9b4.jpg
